Salticidae Blackwall,1841;Anasaitis banksi;(Roewer, 1951); Hispaniola, Puerto Rico
Salticidae Blackwall,1841;Anasaitis brunnea;Zhang & Maddison, 2012; Hispaniola
Salticidae Blackwall,1841;Anasaitis canalis;(Chamberlin, 1925); Panama, Colombia
Salticidae Blackwall,1841;Anasaitis canosa;(Walckenaer, 1837); USA, Cuba
Salticidae Blackwall,1841;Anasaitis cubana;(Roewer, 1951); Cuba
Salticidae Blackwall,1841;Anasaitis decoris;Bryant, 1950; Jamaica
Salticidae Blackwall,1841;Anasaitis elegantissima;(Simon, 1888); Hispaniola
Salticidae Blackwall,1841;Anasaitis emertoni;(Bryant, 1940); Cuba
Salticidae Blackwall,1841;Anasaitis gloriae;(Petrunkevitch, 1930); Puerto Rico
Salticidae Blackwall,1841;Anasaitis hebetata;Zhang & Maddison, 2012; Hispaniola
Salticidae Blackwall,1841;Anasaitis laxa;Zhang & Maddison, 2012; Hispaniola
Salticidae Blackwall,1841;Anasaitis locuples;(Simon, 1888); Hispaniola
Salticidae Blackwall,1841;Anasaitis morgani;(Peckham & Peckham, 1901); Jamaica, Hispaniola
Salticidae Blackwall,1841;Anasaitis peckhami;(Petrunkevitch, 1914); Dominican Rep.
Salticidae Blackwall,1841;Anasaitis perplexa;(Peckham & Peckham, 1901); Jamaica, Hispaniola
Salticidae Blackwall,1841;Anasaitis placida;(Bryant, 1947); Puerto Rico (Mona Is.)
Salticidae Blackwall,1841;Anasaitis scintilla;Bryant, 1950; Jamaica
Salticidae Blackwall,1841;Anasaitis squamata;(Bryant, 1940); Cuba
Salticidae Blackwall,1841;Anasaitis venatoria;(Peckham & Peckham, 1901); Jamaica
Salticidae Blackwall,1841;Anaurus flavimanus;Simon, 1900; Brazil
Salticidae Blackwall,1841;Ancepitilobus howensis;Richardson, 2016; Australia (Lord Howe Is.)
Salticidae Blackwall,1841;Anicius chiapanecus;Guerrero-Fuentes & Francke, 2019; Mexico
Salticidae Blackwall,1841;Anicius cielito;Guerrero-Fuentes & Francke, 2019; Mexico
Salticidae Blackwall,1841;Anicius dolius;Chamberlin, 1925; Mexico
Salticidae Blackwall,1841;Anicius faunus;Guerrero-Fuentes & Francke, 2019; Mexico
Salticidae Blackwall,1841;Anicius grisae;Guerrero-Fuentes & Francke, 2019; Mexico
Salticidae Blackwall,1841;Anicius maddisoni;Guerrero-Fuentes & Francke, 2019; Mexico
Salticidae Blackwall,1841;Anokopsis avitoides;Bauab & Soares, 1980; Brazil
